grna_id	grna_group	gRNA_type
WTC11_Random_Screen_Crop_424	chr1:200010430-200010731	enh
WTC11_Random_Screen_Crop_425	chr1:200010430-200010731	enh
WTC11_Random_Screen_Crop_426	chr1:200010430-200010731	enh
WTC11_Random_Screen_Crop_427	chr1:200010430-200010731	enh
WTC11_Random_Screen_Crop_428	chr1:200010430-200010731	enh
WTC11_Random_Screen_Crop_429	chr1:200010430-200010731	enh
WTC11_Random_Screen_Crop_430	chr1:200010430-200010731	enh
WTC11_Random_Screen_Crop_431	chr1:200010430-200010731	enh
WTC11_Random_Screen_Crop_432	chr1:200017435-200017736	enh
WTC11_Random_Screen_Crop_433	chr1:200017435-200017736	enh
WTC11_Random_Screen_Crop_434	chr1:200017435-200017736	enh
WTC11_Random_Screen_Crop_435	chr1:200017435-200017736	enh
WTC11_Random_Screen_Crop_436	chr1:200017435-200017736	enh
WTC11_Random_Screen_Crop_437	chr1:200017435-200017736	enh
WTC11_Random_Screen_Crop_438	chr1:200017435-200017736	enh
WTC11_Random_Screen_Crop_439	chr1:200017435-200017736	enh
WTC11_Random_Screen_Crop_440	chr1:200017435-200017736	enh
WTC11_Random_Screen_Crop_441	chr1:200017435-200017736	enh
WTC11_Random_Screen_Crop_442	chr1:200017435-200017736	enh
WTC11_Random_Screen_Crop_443	chr1:200017435-200017736	enh
WTC11_Random_Screen_Crop_444	chr1:200017435-200017736	enh
WTC11_Random_Screen_Crop_445	chr1:200017435-200017736	enh
WTC11_Random_Screen_Crop_446	chr1:200017435-200017736	enh
WTC11_Random_Screen_Crop_447	chr1:200059727-200060028	enh
WTC11_Random_Screen_Crop_448	chr1:200059727-200060028	enh
WTC11_Random_Screen_Crop_449	chr1:200059727-200060028	enh
WTC11_Random_Screen_Crop_450	chr1:200059727-200060028	enh
WTC11_Random_Screen_Crop_451	chr1:200059727-200060028	enh
WTC11_Random_Screen_Crop_452	chr1:200059727-200060028	enh
WTC11_Random_Screen_Crop_453	chr1:200059727-200060028	enh
WTC11_Random_Screen_Crop_454	chr1:200059727-200060028	enh
WTC11_Random_Screen_Crop_455	chr1:200059727-200060028	enh
WTC11_Random_Screen_Crop_456	chr1:200059727-200060028	enh
WTC11_Random_Screen_Crop_457	chr1:200059727-200060028	enh
WTC11_Random_Screen_Crop_458	chr1:200059727-200060028	enh
WTC11_Random_Screen_Crop_459	chr1:200059727-200060028	enh
WTC11_Random_Screen_Crop_460	chr1:200059727-200060028	enh
WTC11_Random_Screen_Crop_461	chr1:200059727-200060028	enh
WTC11_Random_Screen_Crop_462	chr1:200248955-200249256	enh
WTC11_Random_Screen_Crop_463	chr1:200248955-200249256	enh
WTC11_Random_Screen_Crop_464	chr1:200248955-200249256	enh
WTC11_Random_Screen_Crop_465	chr1:200248955-200249256	enh
WTC11_Random_Screen_Crop_466	chr1:200248955-200249256	enh
WTC11_Random_Screen_Crop_467	chr1:200248955-200249256	enh
WTC11_Random_Screen_Crop_468	chr1:200248955-200249256	enh
WTC11_Random_Screen_Crop_469	chr1:200248955-200249256	enh
WTC11_Random_Screen_Crop_470	chr1:200248955-200249256	enh
WTC11_Random_Screen_Crop_471	chr1:200248955-200249256	enh
WTC11_Random_Screen_Crop_472	chr1:200248955-200249256	enh
WTC11_Random_Screen_Crop_473	chr1:200248955-200249256	enh
WTC11_Random_Screen_Crop_474	chr1:200248955-200249256	enh
WTC11_Random_Screen_Crop_475	chr1:200248955-200249256	enh
WTC11_Random_Screen_Crop_476	chr1:200248955-200249256	enh
WTC11_Random_Screen_Crop_477	chr1:200271335-200271636	enh
WTC11_Random_Screen_Crop_478	chr1:200271335-200271636	enh
WTC11_Random_Screen_Crop_479	chr1:200271335-200271636	enh
WTC11_Random_Screen_Crop_480	chr1:200271335-200271636	enh
WTC11_Random_Screen_Crop_481	chr1:200271335-200271636	enh
WTC11_Random_Screen_Crop_482	chr1:200271335-200271636	enh
WTC11_Random_Screen_Crop_483	chr1:200271335-200271636	enh
WTC11_Random_Screen_Crop_484	chr1:200271335-200271636	enh
WTC11_Random_Screen_Crop_485	chr1:200271335-200271636	enh
WTC11_Random_Screen_Crop_486	chr1:200271335-200271636	enh
WTC11_Random_Screen_Crop_487	chr1:200271335-200271636	enh
WTC11_Random_Screen_Crop_488	chr1:200271335-200271636	enh
WTC11_Random_Screen_Crop_489	chr1:200271335-200271636	enh
WTC11_Random_Screen_Crop_490	chr1:200271335-200271636	enh
WTC11_Random_Screen_Crop_491	chr1:200271335-200271636	enh
WTC11_Random_Screen_Crop_492	chr1:200271612-200271913	enh
WTC11_Random_Screen_Crop_493	chr1:200271612-200271913	enh
WTC11_Random_Screen_Crop_494	chr1:200271612-200271913	enh
WTC11_Random_Screen_Crop_495	chr1:200271612-200271913	enh
WTC11_Random_Screen_Crop_496	chr1:200271612-200271913	enh
WTC11_Random_Screen_Crop_497	chr1:200271612-200271913	enh
WTC11_Random_Screen_Crop_498	chr1:200271612-200271913	enh
WTC11_Random_Screen_Crop_499	chr1:200271612-200271913	enh
WTC11_Random_Screen_Crop_500	chr1:200271612-200271913	enh
WTC11_Random_Screen_Crop_501	chr1:200271612-200271913	enh
WTC11_Random_Screen_Crop_502	chr1:200271612-200271913	enh
WTC11_Random_Screen_Crop_503	chr1:200271612-200271913	enh
WTC11_Random_Screen_Crop_504	chr1:200271612-200271913	enh
WTC11_Random_Screen_Crop_505	chr1:200271612-200271913	enh
WTC11_Random_Screen_Crop_506	chr1:200271612-200271913	enh
WTC11_Random_Screen_Crop_507	chr1:200272005-200272306	enh
WTC11_Random_Screen_Crop_508	chr1:200272005-200272306	enh
WTC11_Random_Screen_Crop_509	chr1:200272005-200272306	enh
WTC11_Random_Screen_Crop_510	chr1:200272005-200272306	enh
WTC11_Random_Screen_Crop_511	chr1:200272005-200272306	enh
WTC11_Random_Screen_Crop_512	chr1:200272005-200272306	enh
WTC11_Random_Screen_Crop_513	chr1:200272005-200272306	enh
WTC11_Random_Screen_Crop_514	chr1:200272005-200272306	enh
WTC11_Random_Screen_Crop_515	chr1:200272005-200272306	enh
WTC11_Random_Screen_Crop_516	chr1:200272005-200272306	enh
WTC11_Random_Screen_Crop_517	chr1:200272005-200272306	enh
WTC11_Random_Screen_Crop_518	chr1:200272005-200272306	enh
WTC11_Random_Screen_Crop_519	chr1:200272005-200272306	enh
WTC11_Random_Screen_Crop_520	chr1:200272005-200272306	enh
WTC11_Random_Screen_Crop_521	chr1:200272005-200272306	enh
WTC11_Random_Screen_Crop_522	chr1:200310450-200310751	enh
WTC11_Random_Screen_Crop_523	chr1:200310450-200310751	enh
WTC11_Random_Screen_Crop_524	chr1:200310450-200310751	enh
WTC11_Random_Screen_Crop_525	chr1:200310450-200310751	enh
WTC11_Random_Screen_Crop_526	chr1:200310450-200310751	enh
WTC11_Random_Screen_Crop_527	chr1:200310450-200310751	enh
WTC11_Random_Screen_Crop_528	chr1:200310450-200310751	enh
WTC11_Random_Screen_Crop_529	chr1:200310450-200310751	enh
WTC11_Random_Screen_Crop_530	chr1:200310450-200310751	enh
WTC11_Random_Screen_Crop_531	chr1:200310450-200310751	enh
WTC11_Random_Screen_Crop_532	chr1:200310450-200310751	enh
WTC11_Random_Screen_Crop_533	chr1:200310450-200310751	enh
WTC11_Random_Screen_Crop_534	chr1:200310450-200310751	enh
WTC11_Random_Screen_Crop_535	chr1:200310450-200310751	enh
WTC11_Random_Screen_Crop_536	chr1:200310450-200310751	enh
WTC11_Random_Screen_Crop_537	chr1:200335354-200335655	enh
WTC11_Random_Screen_Crop_538	chr1:200335354-200335655	enh
WTC11_Random_Screen_Crop_539	chr1:200335354-200335655	enh
WTC11_Random_Screen_Crop_540	chr1:200335354-200335655	enh
WTC11_Random_Screen_Crop_541	chr1:200335354-200335655	enh
WTC11_Random_Screen_Crop_542	chr1:200335354-200335655	enh
WTC11_Random_Screen_Crop_543	chr1:200335354-200335655	enh
WTC11_Random_Screen_Crop_544	chr1:200335354-200335655	enh
WTC11_Random_Screen_Crop_545	chr1:200335354-200335655	enh
WTC11_Random_Screen_Crop_546	chr1:200335354-200335655	enh
WTC11_Random_Screen_Crop_547	chr1:200335354-200335655	enh
WTC11_Random_Screen_Crop_548	chr1:200335354-200335655	enh
WTC11_Random_Screen_Crop_549	chr1:200335354-200335655	enh
WTC11_Random_Screen_Crop_550	chr1:200335354-200335655	enh
WTC11_Random_Screen_Crop_551	chr1:200335354-200335655	enh
WTC11_Random_Screen_Crop_552	chr1:200378362-200378663	enh
WTC11_Random_Screen_Crop_553	chr1:200378362-200378663	enh
WTC11_Random_Screen_Crop_554	chr1:200378362-200378663	enh
WTC11_Random_Screen_Crop_555	chr1:200378362-200378663	enh
WTC11_Random_Screen_Crop_556	chr1:200378362-200378663	enh
WTC11_Random_Screen_Crop_557	chr1:200378362-200378663	enh
WTC11_Random_Screen_Crop_558	chr1:200378362-200378663	enh
WTC11_Random_Screen_Crop_559	chr1:200378362-200378663	enh
WTC11_Random_Screen_Crop_560	chr1:200378362-200378663	enh
WTC11_Random_Screen_Crop_561	chr1:200378362-200378663	enh
WTC11_Random_Screen_Crop_562	chr1:200378362-200378663	enh
WTC11_Random_Screen_Crop_563	chr1:200378362-200378663	enh
WTC11_Random_Screen_Crop_564	chr1:200378362-200378663	enh
WTC11_Random_Screen_Crop_565	chr1:200378362-200378663	enh
WTC11_Random_Screen_Crop_566	chr1:200378362-200378663	enh
WTC11_Random_Screen_Crop_567	ZNF281_TSS	TSS
WTC11_Random_Screen_Crop_568	ZNF281_TSS	TSS
WTC11_Random_Screen_Crop_569	ZNF281_TSS	TSS
WTC11_Random_Screen_Crop_570	ZNF281_TSS	TSS
WTC11_Random_Screen_Crop_571	ZNF281_TSS	TSS
WTC11_Random_Screen_Crop_572	ZNF281_TSS	TSS
WTC11_Random_Screen_Crop_573	ZNF281_TSS	TSS
WTC11_Random_Screen_Crop_574	ZNF281_TSS	TSS
WTC11_Random_Screen_Crop_575	ZNF281_TSS	TSS
WTC11_Random_Screen_Crop_576	ZNF281_TSS	TSS
WTC11_Random_Screen_Crop_577	ZNF281_TSS	TSS
WTC11_Random_Screen_Crop_578	ZNF281_TSS	TSS
WTC11_Random_Screen_Crop_579	ZNF281_TSS	TSS
WTC11_Random_Screen_Crop_580	ZNF281_TSS	TSS
WTC11_Random_Screen_Crop_581	ZNF281_TSS	TSS
WTC11_Random_Screen_Crop_582	RER1_TSS	TSS
WTC11_Random_Screen_Crop_583	RER1_TSS	TSS
WTC11_Random_Screen_Crop_584	RER1_TSS	TSS
WTC11_Random_Screen_Crop_585	RER1_TSS	TSS
WTC11_Random_Screen_Crop_586	RER1_TSS	TSS
WTC11_Random_Screen_Crop_587	RER1_TSS	TSS
WTC11_Random_Screen_Crop_588	RER1_TSS	TSS
WTC11_Random_Screen_Crop_589	RER1_TSS	TSS
WTC11_Random_Screen_Crop_590	RER1_TSS	TSS
WTC11_Random_Screen_Crop_591	RER1_TSS	TSS
WTC11_Random_Screen_Crop_592	RER1_TSS	TSS
WTC11_Random_Screen_Crop_593	RER1_TSS	TSS
WTC11_Random_Screen_Crop_594	RER1_TSS	TSS
WTC11_Random_Screen_Crop_595	RER1_TSS	TSS
WTC11_Random_Screen_Crop_596	RER1_TSS	TSS
WTC11_Random_Screen_Crop_597	PEX10_TSS	TSS
WTC11_Random_Screen_Crop_598	PEX10_TSS	TSS
WTC11_Random_Screen_Crop_599	PEX10_TSS	TSS
WTC11_Random_Screen_Crop_600	PEX10_TSS	TSS
WTC11_Random_Screen_Crop_601	PEX10_TSS	TSS
WTC11_Random_Screen_Crop_602	PEX10_TSS	TSS
WTC11_Random_Screen_Crop_603	PEX10_TSS	TSS
WTC11_Random_Screen_Crop_604	PEX10_TSS	TSS
WTC11_Random_Screen_Crop_605	PEX10_TSS	TSS
WTC11_Random_Screen_Crop_606	PEX10_TSS	TSS
WTC11_Random_Screen_Crop_607	PEX10_TSS	TSS
WTC11_Random_Screen_Crop_608	PEX10_TSS	TSS
WTC11_Random_Screen_Crop_609	PEX10_TSS	TSS
WTC11_Random_Screen_Crop_610	PEX10_TSS	TSS
WTC11_Random_Screen_Crop_611	PEX10_TSS	TSS
WTC11_Random_Screen_Crop_612	chr1:2345197-2345498	enh
WTC11_Random_Screen_Crop_613	chr1:2345197-2345498	enh
WTC11_Random_Screen_Crop_614	chr1:2345197-2345498	enh
WTC11_Random_Screen_Crop_615	chr1:2345197-2345498	enh
WTC11_Random_Screen_Crop_616	chr1:2345197-2345498	enh
WTC11_Random_Screen_Crop_617	chr1:2345197-2345498	enh
WTC11_Random_Screen_Crop_618	chr1:2345197-2345498	enh
WTC11_Random_Screen_Crop_619	chr1:2345197-2345498	enh
WTC11_Random_Screen_Crop_620	chr1:2345197-2345498	enh
WTC11_Random_Screen_Crop_621	chr1:2345197-2345498	enh
WTC11_Random_Screen_Crop_622	chr1:2345197-2345498	enh
WTC11_Random_Screen_Crop_623	chr1:2345197-2345498	enh
WTC11_Random_Screen_Crop_624	chr1:2345197-2345498	enh
WTC11_Random_Screen_Crop_625	chr1:2345197-2345498	enh
WTC11_Random_Screen_Crop_626	chr1:2345197-2345498	enh
WTC11_Random_Screen_Crop_627	chr1:2477463-2477764	enh
WTC11_Random_Screen_Crop_628	chr1:2477463-2477764	enh
WTC11_Random_Screen_Crop_629	chr1:2477463-2477764	enh
WTC11_Random_Screen_Crop_630	chr1:2477463-2477764	enh
WTC11_Random_Screen_Crop_631	chr1:2477463-2477764	enh
WTC11_Random_Screen_Crop_632	chr1:2477463-2477764	enh
WTC11_Random_Screen_Crop_633	chr1:2477463-2477764	enh
WTC11_Random_Screen_Crop_634	chr1:2477463-2477764	enh
WTC11_Random_Screen_Crop_635	chr1:2477463-2477764	enh
WTC11_Random_Screen_Crop_636	chr1:2477463-2477764	enh
WTC11_Random_Screen_Crop_637	chr1:2477463-2477764	enh
WTC11_Random_Screen_Crop_638	chr1:2477463-2477764	enh
WTC11_Random_Screen_Crop_639	chr1:2477463-2477764	enh
WTC11_Random_Screen_Crop_640	chr1:2477463-2477764	enh
WTC11_Random_Screen_Crop_641	chr1:2477463-2477764	enh
WTC11_Random_Screen_Crop_642	chr1:2478317-2478618	enh
WTC11_Random_Screen_Crop_643	chr1:2478317-2478618	enh
WTC11_Random_Screen_Crop_644	chr1:2478317-2478618	enh
WTC11_Random_Screen_Crop_645	chr1:2478317-2478618	enh
WTC11_Random_Screen_Crop_646	chr1:2478317-2478618	enh
WTC11_Random_Screen_Crop_647	chr1:2478317-2478618	enh
WTC11_Random_Screen_Crop_648	chr1:2478317-2478618	enh
WTC11_Random_Screen_Crop_649	chr1:2478317-2478618	enh
WTC11_Random_Screen_Crop_650	chr1:2478317-2478618	enh
WTC11_Random_Screen_Crop_651	chr1:2478317-2478618	enh
WTC11_Random_Screen_Crop_652	chr1:2478317-2478618	enh
WTC11_Random_Screen_Crop_653	chr1:2478317-2478618	enh
WTC11_Random_Screen_Crop_654	chr1:2478317-2478618	enh
WTC11_Random_Screen_Crop_655	chr1:2478317-2478618	enh
WTC11_Random_Screen_Crop_656	chr1:2478317-2478618	enh
WTC11_Random_Screen_Crop_657	chr1:2509706-2510007	enh
WTC11_Random_Screen_Crop_658	chr1:2509706-2510007	enh
WTC11_Random_Screen_Crop_659	chr1:2509706-2510007	enh
WTC11_Random_Screen_Crop_660	chr1:2509706-2510007	enh
WTC11_Random_Screen_Crop_661	chr1:2509706-2510007	enh
WTC11_Random_Screen_Crop_662	chr1:2509706-2510007	enh
WTC11_Random_Screen_Crop_663	chr1:2509706-2510007	enh
WTC11_Random_Screen_Crop_664	chr1:2509706-2510007	enh
WTC11_Random_Screen_Crop_665	chr1:2509706-2510007	enh
WTC11_Random_Screen_Crop_666	chr1:2509706-2510007	enh
WTC11_Random_Screen_Crop_667	chr1:2509706-2510007	enh
WTC11_Random_Screen_Crop_668	chr1:2509706-2510007	enh
WTC11_Random_Screen_Crop_669	chr1:2509706-2510007	enh
WTC11_Random_Screen_Crop_670	chr1:2509706-2510007	enh
WTC11_Random_Screen_Crop_671	chr1:2509706-2510007	enh
WTC11_Random_Screen_Crop_672	chr1:2518516-2518817	enh
WTC11_Random_Screen_Crop_673	chr1:2518516-2518817	enh
WTC11_Random_Screen_Crop_674	chr1:2518516-2518817	enh
WTC11_Random_Screen_Crop_675	chr1:2518516-2518817	enh
WTC11_Random_Screen_Crop_676	chr1:2518516-2518817	enh
WTC11_Random_Screen_Crop_677	chr1:2518516-2518817	enh
WTC11_Random_Screen_Crop_678	chr1:2518516-2518817	enh
WTC11_Random_Screen_Crop_679	chr1:2518516-2518817	enh
WTC11_Random_Screen_Crop_680	chr1:2518516-2518817	enh
WTC11_Random_Screen_Crop_681	chr1:2518516-2518817	enh
WTC11_Random_Screen_Crop_682	chr1:2518516-2518817	enh
WTC11_Random_Screen_Crop_683	chr1:2518516-2518817	enh
WTC11_Random_Screen_Crop_684	chr1:2518516-2518817	enh
WTC11_Random_Screen_Crop_685	chr1:2518516-2518817	enh
WTC11_Random_Screen_Crop_686	chr1:2518516-2518817	enh
WTC11_Random_Screen_Crop_687	chr1:2523059-2523360	enh
WTC11_Random_Screen_Crop_688	chr1:2523059-2523360	enh
WTC11_Random_Screen_Crop_689	chr1:2523059-2523360	enh
WTC11_Random_Screen_Crop_690	chr1:2523059-2523360	enh
WTC11_Random_Screen_Crop_691	chr1:2523059-2523360	enh
WTC11_Random_Screen_Crop_692	chr1:2523059-2523360	enh
WTC11_Random_Screen_Crop_693	chr1:2523059-2523360	enh
WTC11_Random_Screen_Crop_694	chr1:2523059-2523360	enh
WTC11_Random_Screen_Crop_695	chr1:2523059-2523360	enh
WTC11_Random_Screen_Crop_696	chr1:2523059-2523360	enh
WTC11_Random_Screen_Crop_697	chr1:2523059-2523360	enh
WTC11_Random_Screen_Crop_698	chr1:2523059-2523360	enh
WTC11_Random_Screen_Crop_699	chr1:2523059-2523360	enh
WTC11_Random_Screen_Crop_700	chr1:2523059-2523360	enh
WTC11_Random_Screen_Crop_701	chr1:2523059-2523360	enh
WTC11_Random_Screen_Crop_702	chr1:2525294-2525595	enh
WTC11_Random_Screen_Crop_703	chr1:2525294-2525595	enh
WTC11_Random_Screen_Crop_704	chr1:2525294-2525595	enh
WTC11_Random_Screen_Crop_705	chr1:2525294-2525595	enh
WTC11_Random_Screen_Crop_706	chr1:2525294-2525595	enh
WTC11_Random_Screen_Crop_707	chr1:2525294-2525595	enh
WTC11_Random_Screen_Crop_708	chr1:2525294-2525595	enh
WTC11_Random_Screen_Crop_709	chr1:2525294-2525595	enh
WTC11_Random_Screen_Crop_710	chr1:2525294-2525595	enh
WTC11_Random_Screen_Crop_711	chr1:2525294-2525595	enh
WTC11_Random_Screen_Crop_712	chr1:2525294-2525595	enh
WTC11_Random_Screen_Crop_713	chr1:2525294-2525595	enh
WTC11_Random_Screen_Crop_714	chr1:2525294-2525595	enh
WTC11_Random_Screen_Crop_715	chr1:2525294-2525595	enh
WTC11_Random_Screen_Crop_716	chr1:2525294-2525595	enh
WTC11_Random_Screen_Crop_717	chr1:2526009-2526310	enh
WTC11_Random_Screen_Crop_718	chr1:2526009-2526310	enh
WTC11_Random_Screen_Crop_719	chr1:2526009-2526310	enh
WTC11_Random_Screen_Crop_720	chr1:2526009-2526310	enh
WTC11_Random_Screen_Crop_721	chr1:2526009-2526310	enh
WTC11_Random_Screen_Crop_722	chr1:2526009-2526310	enh
WTC11_Random_Screen_Crop_723	chr1:2526009-2526310	enh
WTC11_Random_Screen_Crop_724	chr1:2526009-2526310	enh
WTC11_Random_Screen_Crop_725	chr1:2526009-2526310	enh
WTC11_Random_Screen_Crop_726	chr1:2526009-2526310	enh
WTC11_Random_Screen_Crop_727	chr1:2526009-2526310	enh
WTC11_Random_Screen_Crop_728	chr1:2526009-2526310	enh
WTC11_Random_Screen_Crop_729	chr1:2526009-2526310	enh
WTC11_Random_Screen_Crop_730	chr1:2526009-2526310	enh
WTC11_Random_Screen_Crop_731	chr1:2526009-2526310	enh
WTC11_Random_Screen_Crop_732	chr1:2527204-2527505	enh
WTC11_Random_Screen_Crop_733	chr1:2527204-2527505	enh
WTC11_Random_Screen_Crop_734	chr1:2527204-2527505	enh
WTC11_Random_Screen_Crop_735	chr1:2527204-2527505	enh
WTC11_Random_Screen_Crop_736	chr1:2527204-2527505	enh
WTC11_Random_Screen_Crop_737	chr1:2527204-2527505	enh
WTC11_Random_Screen_Crop_738	chr1:2527204-2527505	enh
WTC11_Random_Screen_Crop_739	chr1:2527204-2527505	enh
WTC11_Random_Screen_Crop_740	chr1:2527204-2527505	enh
WTC11_Random_Screen_Crop_741	chr1:2527204-2527505	enh
WTC11_Random_Screen_Crop_742	chr1:2527204-2527505	enh
WTC11_Random_Screen_Crop_743	chr1:2527204-2527505	enh
WTC11_Random_Screen_Crop_744	chr1:2527204-2527505	enh
WTC11_Random_Screen_Crop_745	chr1:2527204-2527505	enh
WTC11_Random_Screen_Crop_746	chr1:2527204-2527505	enh
WTC11_Random_Screen_Crop_747	ZNF593_TSS	TSS
WTC11_Random_Screen_Crop_748	ZNF593_TSS	TSS
WTC11_Random_Screen_Crop_749	ZNF593_TSS	TSS
WTC11_Random_Screen_Crop_750	ZNF593_TSS	TSS
WTC11_Random_Screen_Crop_751	ZNF593_TSS	TSS
WTC11_Random_Screen_Crop_752	ZNF593_TSS	TSS
WTC11_Random_Screen_Crop_753	ZNF593_TSS	TSS
WTC11_Random_Screen_Crop_754	ZNF593_TSS	TSS
WTC11_Random_Screen_Crop_755	ZNF593_TSS	TSS
WTC11_Random_Screen_Crop_756	ZNF593_TSS	TSS
WTC11_Random_Screen_Crop_757	ZNF593_TSS	TSS
WTC11_Random_Screen_Crop_758	ZNF593_TSS	TSS
WTC11_Random_Screen_Crop_759	ZNF593_TSS	TSS
WTC11_Random_Screen_Crop_760	ZNF593_TSS	TSS
WTC11_Random_Screen_Crop_761	ZNF593_TSS	TSS
WTC11_Random_Screen_Crop_762	chr1:26527719-26528020	enh
WTC11_Random_Screen_Crop_763	chr1:26527719-26528020	enh
WTC11_Random_Screen_Crop_764	chr1:26527719-26528020	enh
WTC11_Random_Screen_Crop_765	chr1:26527719-26528020	enh
WTC11_Random_Screen_Crop_766	chr1:26527719-26528020	enh
WTC11_Random_Screen_Crop_767	chr1:26527719-26528020	enh
WTC11_Random_Screen_Crop_768	chr1:26527719-26528020	enh
WTC11_Random_Screen_Crop_769	chr1:26527719-26528020	enh
WTC11_Random_Screen_Crop_770	chr1:26527719-26528020	enh
WTC11_Random_Screen_Crop_771	chr1:26527719-26528020	enh
WTC11_Random_Screen_Crop_772	chr1:26527719-26528020	enh
WTC11_Random_Screen_Crop_773	chr1:26527719-26528020	enh
WTC11_Random_Screen_Crop_774	chr1:26527719-26528020	enh
WTC11_Random_Screen_Crop_775	chr1:26527719-26528020	enh
WTC11_Random_Screen_Crop_776	chr1:26527719-26528020	enh
WTC11_Random_Screen_Crop_777	chr1:26602054-26602355	enh
WTC11_Random_Screen_Crop_778	chr1:26602054-26602355	enh
WTC11_Random_Screen_Crop_779	chr1:26602054-26602355	enh
WTC11_Random_Screen_Crop_780	chr1:26602054-26602355	enh
WTC11_Random_Screen_Crop_781	chr1:26602054-26602355	enh
WTC11_Random_Screen_Crop_782	chr1:26602054-26602355	enh
WTC11_Random_Screen_Crop_783	chr1:26602054-26602355	enh
WTC11_Random_Screen_Crop_784	chr1:26602054-26602355	enh
WTC11_Random_Screen_Crop_785	chr1:26602054-26602355	enh
WTC11_Random_Screen_Crop_786	chr1:26602054-26602355	enh
WTC11_Random_Screen_Crop_787	chr1:26602054-26602355	enh
WTC11_Random_Screen_Crop_788	chr1:26602054-26602355	enh
WTC11_Random_Screen_Crop_789	chr1:26602054-26602355	enh
WTC11_Random_Screen_Crop_790	chr1:26602054-26602355	enh
WTC11_Random_Screen_Crop_791	chr1:26602054-26602355	enh
WTC11_Random_Screen_Crop_792	SH3BGRL3_TSS	TSS
WTC11_Random_Screen_Crop_793	SH3BGRL3_TSS	TSS
WTC11_Random_Screen_Crop_794	SH3BGRL3_TSS	TSS
WTC11_Random_Screen_Crop_795	SH3BGRL3_TSS	TSS
WTC11_Random_Screen_Crop_796	SH3BGRL3_TSS	TSS
WTC11_Random_Screen_Crop_797	SH3BGRL3_TSS	TSS
WTC11_Random_Screen_Crop_798	SH3BGRL3_TSS	TSS
WTC11_Random_Screen_Crop_799	SH3BGRL3_TSS	TSS
WTC11_Random_Screen_Crop_800	SH3BGRL3_TSS	TSS
WTC11_Random_Screen_Crop_801	SH3BGRL3_TSS	TSS
WTC11_Random_Screen_Crop_802	SH3BGRL3_TSS	TSS
WTC11_Random_Screen_Crop_803	SH3BGRL3_TSS	TSS
WTC11_Random_Screen_Crop_804	SH3BGRL3_TSS	TSS
WTC11_Random_Screen_Crop_805	SH3BGRL3_TSS	TSS
WTC11_Random_Screen_Crop_806	SH3BGRL3_TSS	TSS
